,입찰공고명,공고기관명
11560,01정비대대 병영생활관 신축_GHP,육군 제1군단
11577,17-관급자재 급탕탱크 2EA 제조설치,국군재정관리단
11578,17-관급자재 급탕탱크 2EA 제조설치,국군재정관리단
11579,17-관급자재 진공온수보일러 제조 설치,국군재정관리단
11580,00부대 무기고 컨테이너 제조설치 납품,특수전사령부
11582,00부대 민사부대 무기고 컨테이너 제조설치 납품,특수전사령부
11606,독신자숙소(106  107동) 보일러 교체설치,공군제19전투비행단
11622,전원공급장치 제조설치,국군재정관리단
11676,대형정수기 제조설치 납품,수도방위사령부
11685,UPS 및 축전지 검측시스템 제조설치,국군재정관리단
11688,출입통제체계용 철제 울타리 제조설치,육군본부
11694,출입통제체계용 UPS 제조설치,육군본부
11710,17-00지역 신축공사 관급자재(CCTV) 제조설치,국군재정관리단
11711,17-00지역 신축공사 관급자재(발전기) 제조설치,국군재정관리단
11712,17-00지역 신축공사 관급자재(조명제어) 제조설치,국군재정관리단
11720,17-00지역 신축공사 관급자재(통합배선) 제조설치,국군재정관리단
11752,00탄약대대 제습기 제조설치,국군재정관리단
11763,탄두회수장치 제조설치 납품,수도방위사령부
11790,00부대 풋살경기장 인조잔디 제조설치,제1862부대
11818,항온제습기 제조설치,국군재정관리단
11836,정비고 신축 관급자재(콘크리트파일) 제조,제8385부대
11842,00여단 경계시설 울타리 관급(콘크리트블록)제조납품,육군 제1군단
11850,보급대대 2창고 저장랙 제조설치,국군재정관리단
11855,00부대 양산사업 통합배선 제조설치(17-155),제2307부대
11856,00부대 관사 및 통합생활관 분전반/수배전반 제조설치,국군재정관리단
11857,독신숙소 전자도어락 설치납품,국방부근무지원단
11858,00부대 관사 및 통합생활관 관급자재 조명기구 제조,국군재정관리단
11859,관사 및 생활관 관급자재(씽크대) 제조 설치,국군재정관리단
11862,간부숙소 냉장고 설치납품,국방부근무지원단
11863,관사 및 통합생활관 관급자재(PD)제조 설치,국군재정관리단
11864,관사 및 통합생활관 관급자재(테라조타일) 구매,국군재정관리단
11871,국방대학교 숙소 비품 8종 구매,국방대학교
11923,00학교 가구(소파 등 66종) 제조설치,국군재정관리단
11979,전술자재 저장 컨테이너 14동 제조설치납품,제9보병사단사령부
11991,맹호아파트 창호 제조납품,수도기계화보병사단
12002,00부대 차기다련장 콘크리트파일 제조설치납품,육군 제1군단
12006,00부대 포상유개화 콘크리트파일 제조설치납품,육군 제1군단
12033,업무용 PC 제조설치,국군재정관리단
12034,스크루 냉동기 제조설치,국군재정관리단
12053,급유시설 급유탱크 제조설치 납품,수도방위사령부
12054,가스보일러 구매 및 설치(근-17-058),공군작사근무지원단
12064,군숙소 CCTV 설치납품,제2136부대
12114,군 숙소 방충망 구매,국군의무사령부
12191,00부대 WAN 장비 제조설치 납품,수도기계화보병사단
12210,초음파 세척기 제조설치 구매,공군군수사령부
12215,00부대 독신숙소 씽크대 제조설치,육군과학화전투훈련단
12217,군단 본청신축 통합배선 제조설치납품_,육군 제1군단
12244,00부대 연관식 보일러 2종 제조설치,국군재정관리단
12271,특수전력 정예화사업 통합배선 제조설치납품,제2621부대
12308,00부대 풋살장3개소 인조잔디 제조설치,제1288부대
12327,보일러약품(음료용 방청제 등 10종) 구매,계룡대근무지원단
12446,초고강도 콘크리트파일 제조납품(17-293),제2307부대
12447,초고강도 콘크리트파일 제조납품(17-293),제2307부대
12535,18-공-복지시설 신축공사 콘크리트 파일,공군제15특수임무비행단
12666,아파트 2개소 방충망 구매 설치,제2136부대
12671,00부대 본청신축 전광판 제조설치,제5군단사령부
12686,00지역 방공 고속지령대 제조설치납품(35-2),제6619부대
12687,00지역 방공 고속지령대 제조설치납품(35-2),제6619부대
12690,경계시설 CCTV 제조설치(6개소),제6685부대
12691,사령부 분청 신축 전관방송/AV 제조설치,제5019부대
12693,사령부 분청 신축공사 통합배선반 제조설치,제5019부대
12709,영외아파트 독신숙소 보일러 제조설치납품,육군상무대근무지원단
12723,OO부대 풋살경기장 인조잔디 제조설치(7개소),제5861부대
12807,이글루 탄약고 제습설비 제조설치,국군재정관리단
12852,18-00중대 신축 통합배선 제조설치,국군재정관리단
12908,18-소음저감 시설공사 미장벽돌 구매,제20전투비행단
12911,총정아파트 6동 플라스틱창호 제조설치납품,제6955부대
12924,5차사업(83정비대대) 콘크리트파일제조(18-135),제2307부대
12971,오뚜기 독신숙소 전자도어락 설치납품(R),제8기동사단
13002,페인트류 제조 납품,제9196부대
13029,MW통신소 노드화구축용 MSPP 제조설치,국군재정관리단
13030,MW통신소 노드화구축용 MSPP 제조설치,국군재정관리단
13059,16-충-방-6 관급자재(크레인) 제조설치,국군재정관리단
13072,신교대대 등 2개소 풋살장 인조잔디 제조설치,육군제53보병사단
13109,00여단 부대개편 관급자재(크레인) 제조설치,국군재정관리단
13125,00부대 아파트 합성수지제창호 제조설치 납품,제5067부대
13160,화학저항페인트,방위사업청
13161,화학저항페인트,방위사업청
13168,동편 주격납고 크레인 제조설치,공군제19전투비행단
13189,00부대 관급자재(콘크리트파일) 제조,국군재정관리단
13240,무건리 실전적훈련장 구축 관급(진공온수보일러),육군 제1군단
13249,220여단/221여단 합성수지도어(PD) 제조설치(시공도),제3697부대
13275,구내방송장치 제조설치,공군군수사령부
13335,간부숙소 신축/개수 합성수지창호 제조설치납품,제2621부대
13355,항온항습기 제조설치납품,육군제8971부대
13362,생도숙영비품(침대  옷장) 제조설치,국군재정관리단
13368,00기보여단 통합배선반 제조설치,국군재정관리단
13376,부대개편 관급자재(온수저장탱크) 제조설치,국군재정관리단
13379,6군단 관사 캠프님블 신축 관급자재 콘크리트파일,제8기계화보병사단
13436,기계교 특기병 생활관 보일러 제조설치납품,육군상무대근무지원단
13442,장성급 숙소 러그 구매설치,국군재정관리단
13449,18-간부숙소 등 CCTV 설치,제9해병여단
13450,18-간부숙소 등 통합배선반 설치,제9해병여단
13468,부대개편 관급자재(진공온수보일러) 제조설치,국군재정관리단
13484,간부숙소 비품(냉장고) 구매,제2062부대
13489,관급자재(고강도콘크리트말뚝 등 2종),공군제5공중기동비행단
13515,장성급 숙소 가전제품 구매 설치,국군재정관리단
13519,백운아파트 8동 합성수지제창 창호 제조설치 납품,제3697부대
13555,18년 VoIP 교환기용 음성동보장치 제조설치,국군재정관리단
13556,18년 VoIP 교환기용 음성동보장치 제조설치,국군재정관리단
13557,18년 VoIP 교환기용 음성동보장치 제조설치,국군재정관리단
13582,18년 풋살장 인조잔디 제조설치,제1보병사단
13585,관급자재(콘크리트파일) 제조,국군재정관리단
13626,광전송장비(MSTP) 제조설치,국군재정관리단
13631,사단 56강당 합성수지제창 창호 제조설치 납품,제3697부대
13668,무궁화아파트 발코니창호 제조설치납품,육군 52보병사단
13703,맹호 아파트 104  105동 창호 제조설치 납품,수도기계화보병사단
13720,군단 예하부대 간부숙소 비품 제조납품,제2군단
13725,00부대 간부숙소 비품구매/설치납품,수도기계화보병사단
13728,한국형 기동헬기 관급자재(크레인) 제조설치,국군재정관리단
13731,풋살경기장 인조잔디 제조설치(4개소),제8기동사단
13767,철마아파트 싱크대 제조설치납품,제2062부대
13773,태풍아파트 203동 합성수지제창 설치납품,제28보병사단
13816,차량정비시설 등 철재가구 구매설치,국군재정관리단
13853,소방시설 개선공사 관급자재(분전반) 제조설치,공군제19전투비행단
13879,진공온수보일러 제조 설치,국군재정관리단
13895,교도소 침대생산자재 목재류(바닥판 등 3종) 제조,국군재정관리단
13896,교도소 침대생산자재 목재류(바닥판 등 3종) 제조,국군재정관리단
13920,00지역 창호 제조설치납품(계획26차),제1989부대
13928,18-해병-식당탄약고 CCTV제조설치,국군재정관리단
13929,18-해병-식당탄약고 제습기 제조설치,국군재정관리단
13982,부대개편 통합배선반 제조설치(1),국군재정관리단
13983,부대개편 통합배선반 제조설치(2),국군재정관리단
14014,00학교 생도 숙소 비품 제조 설치,국군재정관리단
14019,침대생산자재 철재류(사각파이프 등 29품목) 제조납품,국군재정관리단
14046,항온항습기 제조설치납품,육군제8971부대
14047,보조보일러(비자성),방위사업청
14053,82정비 차기다련장 호이스트크레인 제조설치,제2군단
14138,00부대 민영아파트 가스보일러 설치납품,제6619부대
14143,디젤발전기 15KW 제조설치,국군재정관리단
14144,디젤발전기 15KW 제조설치,국군재정관리단
14231,군숙소 씽크대 설치납품 단가계약,자운대근무지원단
14269,8사단 부대개편(6개소) 관급자재 콘크리트파일,제8기계화보병사단
14271,디젤발전기 2종 제조설치,국군재정관리단
14577,00연대 생활관취사식당 신축 콘크리트 말뚝 제조납품,국군재정관리단
14621,벡시멘트 등 603종,제5738부대
14700,000부대 시설공사 통합배선 제조설치,육군 제1군단
14723,페인트붓등35종구매,제2879부대
14741,공사 및 통신물자(석재타일 등 00종) 구매,제7789부대
14857,무인감시장비 제조설치,육군본부
15106,유성페인트 등 282품목,제9해병여단
15119,차량탑재용 동력분무기 제조설치납품,제28보병사단
15222,대형콘크리트절단기 구매,국군재정관리단
15345,디젤발전기 100KW 제조설치,국군재정관리단
15346,디젤발전기 60KW 제조설치,국군재정관리단
15368,시멘트 등 89종,제7001부대
15481,8사단 간부숙소 신축 관급자재 콘크리트파일,제8기계화보병사단
15492,페인트 분무기 5EA 구매,해군군수사령부
15517,00부대 방송시스템 교체(제조설치) 사업,국군재정관리단
15527,수성페인트(백색),제7001부대
15528,도로용페인트(백색),제7001부대
15529,유성페인트(백색),제7001부대
15530,유성페인트(회색),제7001부대
15539,압력배관용탄소강관(25A),제7001부대
15540,압력배관용탄소강관(32A),제7001부대
15541,압력배관용탄소강관(40A),제7001부대
15542,압력배관용탄소강관(50A),제7001부대
15543,압력배관용탄소강관(65A),제7001부대
15544,스텐강관(3T15A),제7001부대
15545,스텐강관(3T20A),제7001부대
15546,스텐강관(3T25A),제7001부대
15722,관급자재(콘크리트파일) 제조,국군재정관리단
15922,전원공급장치 제조설치,국군재정관리단
15941,수성페인트 등 12종(18-51),공군제1전투비행단
16112,`18년 풋살경기장 5개소 인조잔디 제조설치,제9보병사단사령부
16315,위장숲녹색 페인트 등 28종 제조 납품,제9196부대
16316,위장숲녹색 페인트 등 28종 제조 납품,제9196부대
16610,예비군 총기손절 정비실 제조설치납품,제1989부대
16654,보조보일러(중형),방위사업청
16724,폴리우레탄 피복제(숲녹색) 페인트등 5품목 제조 납품,국군재정관리단
16725,폴리우레탄 피복제(숲녹색) 페인트등 5품목 제조 납품,국군재정관리단
16726,00연대 생활관(취사식당)식축 통합배선 제조설치,국군재정관리단
16813,00부대 독신숙소 커텐(롤 브라인드) 제조 / 설치,육군과학화전투훈련단
16904,00단010대대 시설공사 관급자재 [콘크리트파일],육군 제1군단
16996,757대대 차기다련장 내화페인트 제조설치,수도군단
16999,757대대 차기다련장 호이스트크레인 제조설치,수도군단
17051,경계용 휀스 제조설치 납품,수도방위사령부
17194,00부대 보일러 설치납품(2대),육군 52보병사단
17209,00지역 주거시설 관급자재 CCTV 제조설치,국군재정관리단
17260,신남아파트 취사용 LPG 구매,제3723부대
17269,17-제주 종합훈련장 콘크리트말뚝 제조,제9해병여단
17275,간부숙소 리모델링 출입문 제조 납품,제8385부대
17418,00단 무건리 동원훈련장 병영생활관_온수저장시설,육군 제1군단
17419,00단 무건리 동원훈련장 병영생활관_PD창호,육군 제1군단
17420,간부숙소 리모델링 씽크대 제조 설치,제8385부대
17424,00지역 주거시설 관급자재(발전기) 제조설치,국군재정관리단
17426,00지역 주거시설 관급자재(통합배선) 제조설치,국군재정관리단
17433,연평도 전기시설 개선공사-발전기 제조설치,제9911부대
17434,연평도 전기시설 개선공사-발전기 제조설치,제9911부대
17459,서바이벌 훈련용 페인트 볼 구매,국군재정관리단
17469,관급자재(콘크리트파일) 제조(4),국군재정관리단
17484,정찰용 UAV중대 신축 CCTV 제조설치,국군재정관리단
17486,침대생산자재 철재류(사각파이프 등 29종) 제조(2차),국방부조사본부
17487,침대생산자재 목재류(바닥판 등 3종) 제조(2차),국방부조사본부
17491,전력설비 개선 관급자재(전력제어시스템) 제조설치,국군재정관리단
17584,17-유류탱크 신축 콘크리트파일 구매,제20전투비행단
17585,17-충-공-7B 관급자재 스틸그레이팅 제조설치,공군제17전투비행단
17591,00부대 관사 싱크대 제조설치(17-300),제2307부대
17618,00학교 취약시설 CCTV 제조설치납품,육군3사관학교
17632,관급자재(콘크리트파일) 제조(3),국군재정관리단
17638,00부대 위병소 경계시설 제조설치납품,제2621부대
17646,00부대 관사 신발장 제조설치(17-299),제2307부대
17652,관사 신축 엘리베이터 제조설치(17-295),제2307부대
17655,계류시설 관급자재(콘크리트파일) 제조구매,제9181부대
17692,00부대 외곽 CCTV 제조설치,육군 제8군단
17704,시멘트 등 54품목 구매,연평부대
17710,00부대 도금정비고 관급자재 크레인 제조설치,제2879부대
17720,00군단 차기다련장 신축 CCTV 제조설치,국군재정관리단
17724,침대생산자재 목재류(바닥판 등 3종) 제조,국방부조사본부
17776,컨테이너하우스 제조설치 납품,수도방위사령부
17784,00아파트 보일러 교체공사,제5181부대
17806,00사단 본청 신축 전관방송 제조설치,국군재정관리단
17807,사격장 경계울타리 제조설치납품,제2군단
17808,755포병 차기다련장 내화페인트 제조설치,제2군단
17809,755포병 차기다련장 내화페인트 제조설치,제2군단
17810,755포병 차기다련장 호이스트크레인 제조설치,제2군단
17813,755포병 차기다련장 신축 PAD변압기 제조설치납품,제2군단
17814,755포병 차기다련장 경계울타리 제조설치납품,제2군단
17818,00부대 연구소 수배분전반 등 제조설치 납품,제1363부대
17821,02단 부대개편 간부숙소 신축 [ 보일러 ],육군 제1군단
17822,00부대 종합훈련장 승강기 제조설치 납품,특수전사령부
17825,간부숙소 시스템화장실 제조 설치납품,수도기계화보병사단
17826,간부숙소 개보수 붙박이장류 제조설치 납품,수도기계화보병사단
17835,간부숙소 싱크대 제조/설치,제20전투비행단
17886,20여단 간부숙소 신축 진공온수보일러 제조설치,제11기동사단
17887,20여단 간부숙소 신축 가구 제조설치,제11기동사단
17892,포병여단 포병사격장 방음벽 제조설치,제2군단
17893,군단주둔지/통신소 경계용 CCTV 제조설치,제2군단
17895,00부대 동원훈련장 생활관 전광판 설치납품,제6128부대
17898,18년 군 숙소 계단 청소 용역,제6685부대
17947,계룡및창공대 체력단련장 보일러용유류(하이신유)구매,육군인사사령부
18016,관급자재(콘크리트파일) 제조,제2136부대
18026,00아파트 싱크대 제조설치 납품,수도방위사령부
18056,가스보일러(25 000Kcal),제7001부대
18057,가스보일러(16 000Kcal),제7001부대
18058,가스보일러(13 000Kcal),제7001부대
18084,00부대 동원훈련장 생활관 합성수지제문 설치납품,제6128부대
18085,00부대 동원훈련장 생활관 진공온수보일러 설치납품,제6128부대
18086,00부대 동원훈련장 생활관 신발장 설치납품,제6128부대
18087,00부대 동원훈련장 생활관 통합배선 설치납품,제6128부대
18255,00아파트 공원체육시설 제조설치,제5861부대
18326,군 숙소 보일러 설치납품(단가),제2군단
18327,사무비품(책상 등 5종) 제조설치,국군재정관리단
18346,시멘트 등 93종,해군작전사령부
18356,방공대대 병영생활관 신축 통합배선 제조설치,국군재정관리단
18357,00부대 본청 신축 통합배선 제조설치,국군재정관리단
18394,보일러 제조 설치납품,제3697부대
18395,정신교육장비(스피커 등 7종) 제조설치,국군재정관리단
18408,간부숙소 바닥난방재 설치납품,수도기계화보병사단
18433,17-목-합동생활관 CCTV 구매/설치,해군제3함대사령부
18491,17-해병-00대대 관급자재(크레인) 제조설치,제9181부대
18559,01정비대대 병영생활관 신축(기와),육군 제1군단
18560,01정비대대 병영생활관 신축(기와),육군 제1군단
18574,철판복합 콘크리트 옹벽 제조 · 설치 납품,육군공병학교
18575,철판복합 콘크리트 옹벽 제조 · 설치 납품,육군공병학교
18581,00 골프연습장 컨베이어 제조설치,국군재정관리단
18583,관사 및 통합생활관 콘크리트파일 제조,제9해병여단
18625,파레트랙 제조설치,국군재정관리단
18683,법면보강 낙석방지책 제조설치 납품,수도방위사령부
18697,통합건물(의상) 관급자재(통합배선) 제조설치,국군재정관리단
18698,통합건물(의상) 관급자재(통합배선) 제조설치,국군재정관리단
18699,17년 풋살경기장 인조잔디 제조설치,제5861부대
18734,발전기(200kw) 제조설치,국군재정관리단
18741,수성페인트 등 12품목 구매(연평),연평부대
18784,17-통합건물(화약) 관급자재(전력 조명제어) 제조설치,국군재정관리단
18824,00부대 UPS 제조설치,국군재정관리단
18857,실내체육관 방송장비 제조설치,국군재정관리단
18881,보일러 등 135품목,제9181부대
18885,행사용 의자 제조설치,국군재정관리단
18915,이동식화장실 충전시스템 제조설치,국군재정관리단
18916,이동식화장실 태양광발전키트 제조설치(2),국군재정관리단
19018,스마트 보드 등 5종 제조설치,국군재정관리단
19031,합성수지제창 제조설치,국군재정관리단
19039,독신숙소 세탁기 구매,제6685부대
19056,00보급대대 파레트랙 제조설치,국군재정관리단
19057,00중대 임시시설 공사 컨테이너 제조설치납품,육군 제1군단
19067,00지역 아파트 도어락 설치납품,자운대근무지원단
19077,00부대 아파트 씽크대 제조 설치,제7789부대
19086,정찰용 UAV중대 신축 합성수지제창 제조설치납품,제2군단
19091,영내 놀이터 제조설치,공군제19전투비행단
19093,관급자재(콘크리트파일) 제조(2),국군재정관리단
19147,00지역 경계용 CCTV 제조설치,국군재정관리단
19162,가스보일러(25 000Kcal),제7001부대
19163,가스보일러(16 000Kcal),제7001부대
19164,가스보일러(13 000Kcal),제7001부대
19193,실내체육관 신축 관급자재(태양광발전장치) 제조설치,국군재정관리단
19194,생도 숙영비품(침대) 제조설치,국군재정관리단
19197,신길동아파트 상가 사우나 냉각기 설치납품,국방부근무지원단
19215,페인트 등 127품목,제3283부대
19220,관사 및 통합생활관 방송장비 제조설치,국군재정관리단
19236,공병대대 풋살경기장 인조잔디 제조설치 납품,제1862부대
19250,17-00대대 관급자재(통합배선) 제조설치,국군재정관리단
19365,경계용 CCTV 제조설치,국군재정관리단
19415,유성페인트 등 68품목 구매(연평),연평부대
19428,독신자숙소 가전제품 구매,공군군수사령부
19482,00부대 등 4개소 풋살장 인조잔디 제조설치(2차),제1보병사단
19492,이글루 탄약고 제습설비 제조설치,국군재정관리단
19493,이글루 탄약고 제습설비 제조설치,국군재정관리단
19500,페인트 등 25품목 제조 납품,제9196부대
19608,00부대 CCTV 제조설치,국군재정관리단
19611,테니스장 코트 제조설치,국군재정관리단
19612,테니스장 코트 제조설치,국군재정관리단
19613,장간조립교 수리부속 목재류 제조,국군재정관리단
19614,장간조립교 수리부속 목재류 제조,국군재정관리단
19622,페인트건 등 5품목,제9181부대
19624,충의아파트 싱크대 설치 납품,수도군단
19649,페인트가스켓제거제등12종구매,제2879부대
19800,통신전자장비(고정형 중계기 등 4종) 제조설치,국군재정관리단
19805,구내방송장치 제조설치,공군군수사령부
19806,구내방송장치 제조설치,공군군수사령부
19817,17-통합건물(화약) 관급자재 통합배선 제조설치,국군재정관리단
19845,전원케이블 릴 제조설치,국군재정관리단
19850,군 숙소 도배/장판 설치납품(단가),제2군단
19933,K계열 전차 패드정비기 제조설치,국군재정관리단
19936,로드휠 주행시험기 제조설치,국군재정관리단
19937,UAV중대 신축 통합배선 제조설치,국군재정관리단
19947,00부대 전차정비고 관급자재 콘크리트파일 구매,제2879부대
19972,17년 학교교실 사무용품 제조설치,국군재정관리단
19994,00후속양산사업 크레인 제조설치,국군재정관리단
19995,17년 학교교실 PC 등 3종 제조설치,국군재정관리단
20010,00부대 이전사업 진공온수보일러 제조 설치납품,제1729부대
20064,공군교육사령부 독신자숙소 세탁기 159대 구매 설치,공군교육사령부
20070,철선  비 전기용 등 6종,해군군수사령부
20175,00지역 풋살장 인조잔디 제조설치,자운대근무지원단
20240,00부대 등 4개소 풋살장 인조잔디 제조설치,제1보병사단
20253,철판복합 콘크리트 옹벽 제조 · 설치 납품,육군공병학교
20259,17년 풋살경기장 인조잔디 제조설치납품(3개소),제2167부대
20295,스팀 건조기(100kg) 제조설치납품,국군대전병원
20371,00부대 간부숙소 냉난방기 교체(설치납품),제1891부대
20443,0전대 관급자재(배전반)제조설치(20199033-D),국군재정관리단
20530,주거시설 완강기 제조설치납품,수도방위사령부
20547,시동독신숙소 등 2개소 자산취득 구매,제11기동사단
20549,19년 00부대 주거시설 싱크대 제조설치납품,제2062부대
20612,생활관 관급자재(관물함) 제조납품(20196127-C),국군재정관리단
20622,화학저항페인트,방위사업청
20623,희석제 페인트제품용,방위사업청
20641,양구지역 군 숙소 보일러 설치납품,제7162부대
20660,19관리 풋살경기장 인조잔디 제조설치 납품,제5군단사령부
20734,독신숙소 분리수거장 자재구매/설치,국군의무사령부
20747,19-00아파트 씽크대 제조 설치 납품,제7001부대
20784,관사 싱크대 제조설치(19-167),제2307부대
20785,관사 신발장 등 2종  제조설치(19-167),제2307부대
20886,통합건물(의상) 관급자재(통합배선) 제조설치,공군방공관제사령부
20925,00부대 관급자재(통합배선) 제조설치 납품,수도군단
20976,군 숙소 보일러 교체(설치납품),제7162부대
21008,19년 예비군용 총기손질정비실 제조설치,제32보병사단
21029,00창 0도크 캡스턴 물품 제조설치,해군군수사령부
21058,생활관 옷장 등 53종 제조납품(20197098-D),국군재정관리단
21059,주거시설(관사 및 간부숙소) 완강기 구매,육군교육사령부
21067,포상유개화사업 콘크리트파일 제조(20196152-F),국군재정관리단
21087,12사단 간부숙소 용도변경 관급자재(통합배선),제1862부대
21175,증기보일러 제조 설치,제3283부대
21180,주거시설 완강기 SET 제조설치납품,제5군단사령부
21202,주거16호 해오름아파트 창호 제조설치,육군 제8군단
21228,19년 학교교실 디지털화(PC)제조설치(20196135-G),국군재정관리단
21236,00지역 자동제어장치 제조설치,자운대근무지원단
21260,00부대 합성수지제 문 제조설치납품,육군 52보병사단
21272,(대)203특공 간부숙소 보일러 설치납품,제32보병사단
21314,19-가스보일러 LNG 16K 등 2종 구매 설치,국군재정관리단
21331,00교 보일러 제조/구매,육군부사관학교
21336,00아파트 3동 싱크대 제조 설치 납품,제3130부대
21423,00학교 시설유지관리 자동제어 단독망 제조설치납품,육군종합행정학교
21454,00지역 발전기(60kw) 제조설치납품,국군지휘통신사령부
21457,00정비대대 관급자재(오버헤드크레인) 제조설치,수도군단
21494,19-보급대대 저장랙 제조설치,국군재정관리단
21512,19-경계용 CCTV 제조설치(20198104-C),국군재정관리단
21513,19-경계용 CCTV 제조설치(20198104-C),국군재정관리단
21527,생존훈련장 신축 관급자재(콘크리트파일) 제조납품,제9911부대
21528,생존훈련장 신축 관급자재(콘크리트파일) 제조납품,제9911부대
21676,00부대 테니스장 인조잔디 제조설치,육군교육사령부
21748,2공구 싱크대 제조설치(19-23),제2307부대
21797,오뚜기아파트 싱크대 제조설치납품,제5군단사령부
21798,19-175 (시설대대 / 트래픽페인트 등 49종),공군사관학교
21812,103풋살경기장 인조잔디 제조설치 납품,제5군단사령부
21813,칠성그린아파트 가스보일러 구매(20196128-A),국군재정관리단
21819,관사 신축 관급자재-콘크리트 파일,제7162부대
21820,관사 신축 관급자재-콘크리트 파일,제7162부대
21821,간부숙소 용도변경 관급자재(PD창호),제1862부대
21827,삼성아파트 6~9동 창호 교체,제1968부대
21828,[19-72]청성아파트 4개동 창호 제조설치,제3007부대
21850,간부숙소 노후비품 구매,제2군단
21871,지구변전실 몰드변압기 제조설치,제2879부대
21872,지구변전실 몰드변압기 제조설치,제2879부대
21883,1공구 싱크대 제조설치(19-22),제2307부대
21910,생활관 관급자재(콘크리트파일) 제조납품(20196105-D),국군재정관리단
21911,생활관 관급자재(콘크리트파일) 제조납품(20196105-D),국군재정관리단
21923,생활관 관급자재(통합배선) 제조설치(20196106-D),국군재정관리단
21936,일동승진아파트 싱크대 제조설치 납품,제5군단사령부
21940,이동승진아파트 싱크대 제조설치 납품,제5군단사령부
21956,보일러 제조 설치(19-110),수도방위사령부
21957,보일러 제조 설치(19-110),수도방위사령부
21958,보일러 제조 설치(19-110),수도방위사령부
22014,보조보일러(중형),방위사업청
22015,보조보일러(중형),방위사업청
22027,간부숙소 신축 비품(세탁기 등 2종) 설치납품,계룡대근무지원단
22028,보일러 약품(청관제 등 16종) 구매,계룡대근무지원단
22034,이동승진 5동 싱크대 제조설치 납품,제5군단사령부
22047,GOP 소초 생활관 신축 기와 제조납품,제1보병사단
22048,백학부대 생활관 신축 냉난방기 설치납품,제1보병사단
22049,독신숙소 신축 관급자재(통합배선) 제조설치 납품,수도군단
22050,부스형 분리수거장 제조설치 납품(3동),제5861부대
22051,(대)32사단 간부숙소 보일러 설치납품,제32보병사단
22290,0전단 육상사격장 사격장비제조설치,국군재정관리단
22292,군 숙소 도배 및 장판 납품 설치,제5738부대
22411,병영생활관 침대생산자재(부수자재),국방부조사본부
22412,병영생활관 침대생산자재(포장자재),국방부조사본부
22438,장례식장 신축 알루미늄 쉬트 제조설치(20197008-F),국군재정관리단
22440,철재 팔레트 제조/구매,제9196부대
22441,철재 팔레트 제조/구매,제9196부대
22619,수성백색페인트 등 3종 구매,해군군수사령부
22672,위장숲녹색 페인트 등 10품목 제조/구매 납품,제9196부대
22842,저소음 직교류형 냉각탑 제조설치 (201910016-F),국군재정관리단
22900,철선 비 전기용 등 3종 구매,해군군수사령부
22936,군사시설 가림간판 제조설치,육군인사사령부
23000,새동네아파트 싱크대 제조설치 납품,제5군단사령부
23086,서바이벌 훈련용 페인트볼 구매(20196031-A),국군재정관리단
23293,컨테이너(17동) 제조설치(18-396),제2307부대
23294,컨테이너(17동) 제조설치(18-396),제2307부대
23326,00함기중차단기 제조설치(20198048-I),국군재정관리단
23564,두미르아파트 인터컴 설치납품,제2군단
23863,19-00공사 관급자재(콘크리트파일) 제조(201910013-G),국군재정관리단
23864,19-00공사 관급자재(콘크리트파일) 제조(201910013-G),국군재정관리단
24065,군 숙소 싱크대 제조 설치,제5738부대
24263,123기보 생활관 및 취사식당 신축 관급자재 보일러,제8기동사단
24264,123기보 생활관 및 취사식당 신축 관급자재 보일러,제8기동사단
