,입찰공고명,공고기관명
24407,00사업 수배전반·MCC·분전반 제조설치(20199024-F),국군재정관리단
24565,19-1차 침대생산자재(목재류) 제조,국군재정관리단
24566,19-1차 침대생산자재(목재류) 제조,국군재정관리단
24612,00아파트 씽크대 제조 설치납품,제5733부대
24764,19-1차 침대생산자재(철재류) 제조,국군재정관리단
24923,이동형페인트분무기 등 2종 구매,해군군수사령부
24931,항공기 온도 챔버(항온항습기) 제조설치 납품,제3707부대
25037,00군단 UAV중대 CCTV 제조설치,국군재정관리단
25040,상무아파트 싱크대 제조납품(재),육군상무대근무지원단
25045,집진기 제조설치납품,국군재정관리단
25047,00사령부 치장창고 저장대 제조설치,국군재정관리단
25049,아파트 가스보일러 설치 납품,수도방위사령부
25057,00부대 등 4개부대 정수처리시설 제조설치,제6685부대
25058,부대개편 통합배선 제조설치(양주시),국군재정관리단
25059,00부대 부대개편 관급자재 LED전광판 제조설치,제5067부대
25063,00부대 간부숙소 가스보일러 설치납품,제3007부대
25104,고철용(철스크랩)압축기 제조설치납품,제2217부대
25105,고철용(철스크랩)압축기 제조설치납품,제2217부대
25110,해상용 발전기 제조설치,국군재정관리단
25123,생활관 신축 관급자재 수배전반 제조설치,국군재정관리단
25145,18-00사 관급자재(고강도콘크리트 말뚝) 제조 납품,국군재정관리단
25160,00군단 간부숙소 비품(세탁기)구매,국군재정관리단
25167,00부대 보일러 교체,육군 52보병사단
25177,18-00사 관급자재(사인물) 제조설치,국군재정관리단
25178,18-00사 관급자재(빌딩자동제어장치) 제조설치,국군재정관리단
25184,3개 부대 관급자재 통합배선 제조설치,국군재정관리단
25185,부대개편 관급자재 통합배선 제조설치 납품(서초구),국군재정관리단
25186,3개 부대 시설공사 관급자재 콘크리트 파일 제조납품,국군재정관리단
25202,UPS(무정전전원장치)제조설치,공군제1전투비행단
25206,123기보대대 병영생활관 및 취사식당 신축 관급 PD,제8기계화보병사단
25207,태릉체력단련장 로커룸 가구 제조설치,국군재정관리단
25241,00항육상시설공사관급자재(진공온수보일러)제조설치,제8385부대
25243,차기다련장 6차 호이스트크레인 제조설치,제1보병사단
25289,219여단 부대개편사업 콘크리트파일 제조납품,제3697부대
25291,00부대 주둔지 경계시스템 CCTV 제조설치,국군재정관리단
25294,GOP 간부숙소 냉난방기 구매,제1862부대
25295,00대대 탄약고 제습기 제조설치,국군재정관리단
25302,부대개편 관급자재 자동제어시스템 제조설치,국군재정관리단
25316,철선 1항목 구매(물자),육군군수사령부
25322,방재설비 제조설치,국군재정관리단
25330,OO부대 온수보일러 교체(설치납품 6개소) 1,제5861부대
25331,OO부대 온수보일러 교체(설치납품 8개소) 2,제5861부대
25332,OO부대 온수보일러 교체(설치납품 4개소) 3,제5861부대
25333,OO부대 온수보일러 교체(설치납품 7개소) 4,제5861부대
25335,00부대 CCTV 제조설치,국군재정관리단
25339,219여단 자동제어장치 제조설치,제3697부대
25368,oo사격장 사격장비 제조설치,제9181부대
25373,18-00사 관급자재(크레인) 제조설치,국군재정관리단
25376,00부대 B D중대 생활관 리모델링(통합배선),제3007부대
25377,00부대 부대개편 콘크리트파일 제조납품,제5067부대
25408,00기보여단 관급자재(통합배선)제조설치,국군재정관리단
25415,궤도 무인운반차량 제조설치,국군재정관리단
25416,궤도 무인운반차량 제조설치,국군재정관리단
25417,궤도 해체기(K1 K1-P) 제조설치,국군재정관리단
25420,아파트 가스보일러 교체 설치납품,육군학생군사학교
25427,18-00사 관급자재(발전기) 제조설치,국군재정관리단
25428,(18-1131)페인트(수성)외 108품목,공군제17전투비행단
25452,18-650차 교관통제실 컨테이너 제조설치납품,제1989부대
25458,정비장비(세척기 궤도용) 제조설치,국군재정관리단
25466,18-00사 관급자재(자동제어) 제조설치,국군재정관리단
25474,18-00사 관급자재(무대장치) 제조설치,국군재정관리단
25476,18-00사 관급자재(방송 AV) 제조설치,국군재정관리단
25486,간부숙소(현리) EHP 설치납품(18-384),제2307부대
25535,18-00사 관급자재(롤스크린) 제조설치,국군재정관리단
25541,12항공단 부대개편 통합배선 제조설치납품,제2군단
25553,민영관사  청파관사 보일러,공군제18전투비행단
25555,18-240 보일러그을음제거제 등 124종 구매,공군사관학교
25573,부대개편 통합배선 제조설치,국군재정관리단
25580,18-00사 관급자재(통합배선) 제조설치,국군재정관리단
25582,부대개편 관급자재(크레인) 제조설치,국군재정관리단
25583,조립식 철근콘크리트 암거블록,제9918부대
25595,00부대 부대개편 관급자재 통합배선 제조설치,제5067부대
25596,통합배선반 제조설치 납품,제9691부대
25605,도로용페인트 등 3종(18-243),공군제1전투비행단
25630,18-00사 관급자재(CCTV) 제조설치,국군재정관리단
25640,18-00전비(원주) 포장콘크리트 제조,공군 제8전투비행단
25691,00원 생활관 커튼 구매 설치,합동군사대학교
25765,간부숙소 세탁기 구매(K-100),제2307부대
25817,부대개편 진공온수보일러 제조설치,국군재정관리단
25818,부대개편 진공온수보일러 제조설치,국군재정관리단
25829,간부숙소 냉방기 구매,제11기동사단
25951,도장자재 단조철선등26종 구매,제2879부대
25982,00부대 부대개편 관급자재 자동제어 제조설치,제5067부대
25983,차기다련장 6차 관급 통합배선 제조설치,제1보병사단
25984,12항공단 부대개편 콘크리트파일 제조납품,제2군단
26022,정비장비(열처리장비3종) 제조설치,국군재정관리단
26023,탄약대대 경계시설 보강 CCTV 제조설치,국군재정관리단
26030,2/4분기 위임보수 16차 자재구매(OO부대 보일러 등),제5861부대
26048,ZS지역 간부숙소 전기오븐 구매설치,국군재정관리단
26053,00지역 간부숙소 2단 세탁건조기 구매 및 설치,국군재정관리단
26065,가스보일러 13 000kcal,제7001부대
26066,가스보일러 16 000kcal,제7001부대
26067,가스보일러 25 000kcal,제7001부대
26094,함안대 체력단련장 직원숙소 창호 제조설치,육군인사사령부
26095,함안대 체력단련장 직원숙소 창호 제조설치,육군인사사령부
26096,생활관 침대생산자재(목재류) 제조납품,국군재정관리단
26126,00부대 피뢰침교체등14건 CCTV 제조설치납품,국군재정관리단
26130,4지역 병영시설 가구 제조설치,국군재정관리단
26150,00부대 이전사업 관급자재 합성수지창호 제조설치,국군재정관리단
26184,00사령부 관급자재(호이스트크레인)제조설치,국군재정관리단
26193,상무 아파트 빨래건조대 구매,육군상무대근무지원단
26199,정보통신대대 풋살경기장 인조잔디 제조설치,육군제53보병사단
26202,00대 외국군숙소 가구 제조설치,국군재정관리단
26207,천보아파트 및 매입아파트 보일러 교체,제8기계화보병사단
26215,부대개편 일반지원대대 관급자재(크레인) 제조설치,국군재정관리단
26239,5차사업(83정비) 크레인 제조설치(18-136),제2307부대
26254,00부대 관급자재(콘크리트파일) 제조,국군재정관리단
26260,18-보일러 자동제어 제조 설치,국군재정관리단
26341,5차사업(759포병대대) 크레인 제조설치(18-151),제2307부대
26343,이글루 탄약고 제습설비 제조설치(18-204),제2307부대
26375,00부대 신축 관급자재(화강석) 제조설치,국군재정관리단
26376,00부대 신축 관급자재(엘리베이터) 제조설치,국군재정관리단
26377,보급창고 적층렉 제조설치,국군재정관리단
26392,진공포장기(대형) 제조설치,국군재정관리단
26393,진공포장기(대형) 제조설치,국군재정관리단
26398,17-2대대 병영생활관 보일러 제조 설치납품,제1729부대
26405,123기보대대 병영생활관 및 취사식당 관급 통합배전,제8기계화보병사단
26459,부대개편 군수지원A B대대 관급자재(크레인) 제조설치,국군재정관리단
26476,00부대 등 3곳 보일러 설치납품,육군 52보병사단
26485,국방헬프콜 양화진지 가림간판 제조설치,국방부조사본부
26489,00부대 신축 관급자재 통합배선 제조설치,국군재정관리단
26497,군인아파트 가구 제조 및 설치,국군재정관리단
26513,00부대 관급자재(건식제습기) 제조설치,국군재정관리단
26555,18년 경계용 CCTV 추가 제조설치,국군재정관리단
26605,00부대 해외파병교육센터 난방보일러 교체 설치납품,특수전사령부
26630,00아파트 PW창호 제조설치,국군재정관리단
26638,탄두회수장치 고무블럭 TYPE 제조설치,국군재정관리단
26689,예배당 등 4개시설 가구 제조설치,국군재정관리단
26737,유무선 통합용 MW장비 MSPP 제조설치,국군재정관리단
26741,페인트 등 7품목 구매,연평부대
26755,UPS 제조설치(교체포함),국군재정관리단
26756,6군단 관사 캠프님블 신축 관급자재 보일러(가정용),제8기계화보병사단
26757,6군단 관사 캠프님블 신축 관급자재 보일러(가정용),제8기계화보병사단
26773,콘크리트파일 제조납품(18-152),제2307부대
26786,00지역 주거시설 관급자재(자동제어) 제조설치,국군재정관리단
26850,00부대 A B지역 풋살경기장 인조잔디 제조설치납품,제17보병사단
26886,EPS유수분리기 제조설치,해군군수사령부
26899,임시체류 독신숙소 가구 제조설치,국군재정관리단
26909,항온항습기 제조설치 납품,국군재정관리단
26911,유압유 플러싱장비 제조설치 납품,국군재정관리단
26923,시멘트 등 114품목,제9181부대
26963,무기보관용 컨테이너 제조설치납품,제1989부대
27000,00부대 경계용 CCTV 제조설치(교체),국군재정관리단
27062,유류중대 자동누유감지기 제조설치,국군재정관리단
27067,이동형 페인트분무기 2EA 구매,해군군수사령부
27088,자운대 골프연습장 컨베어 자동제어반 제조설치,육군인사사령부
27118,관급자재(콘크리트파일) 제조,국군재정관리단
27119,20mm철재 탄피통 외주정비,공군군수사령부
27127,전신주 지중화 지상변압기 제조설치납품,국군재정관리단
27129,MW통신소 전원공급장치 제조설치,국군재정관리단
27163,보일러(온수형) 등 86품목,제9181부대
27183,임시체류 독신숙소 전자제품 구매설치,국군재정관리단
27213,00부대 관급자재(발전기) 제조설치,국군재정관리단
27217,컨테이너(14동) 제조설치(18-273),제2307부대
27237,18-OO창 추진기관정비고 크레인 제조설치,해군군수사령부
27241,아파트 에어컨실 방충망 설치납품,육군학생군사학교
27323,00부대 관급자재(배전반) 제조설치,국군재정관리단
27342,○○대대 테니스장 및 풋살장 인조잔디 제조설치,공군제10전투비행단
27372,군숙소 합성수지제창 제조설치 납품,제3707부대
27376,생활관 침대 생산자재(철재류) 제조납품,국군재정관리단
27397,관급자재(콘크리트 파일) 제조,국군재정관리단
27411,이글루 탄약고 제습설비 제조설치,국군재정관리단
27435,영외아파트 독신숙소 보일러 제조설치납품,육군상무대근무지원단
27452,00대대 생활관 등 신축공사 PD창호 제조/설치,제9691부대
27457,정비장비(판조립체 압입기용(K-1)) 제조설치,국군재정관리단
27470,창설부대 비품 제조설치납품,제5378부대
27500,콘크리트파일 제조납품(18-94),제2307부대
27503,콘크리트파일 제조납품(18-221),제2307부대
27562,00부대 관급자재(보일러) 제조설치,국군재정관리단
27580,가스보일러 25 000kcal,제7001부대
27581,가스보일러 16 000kcal,제7001부대
27582,가스보일러 13 000kcal,제7001부대
27585,폴리우레탄페인트 구매,제2879부대
27591,00부대 맹호아파트 PW창호 제조/설치 납품,수도기계화보병사단
27599,6군단 관사 캠프님블 신축 관급자재 콘크리트파일,제8기계화보병사단
27615,전기시설 일반 몰드변압기 제조설치납품,국군재정관리단
27626,00아파트 가스공급,육군부사관학교
27627,18-기동 중계장비(차량장착) 제조설치,국군재정관리단
27637,00부대 관급자재(크레인) 제조설치,국군재정관리단
27638,00사령부 관급자재(콘크리트파일) 제조,국군재정관리단
27640,8사단 간부숙소 신축 관급자재 통합배선,제8기계화보병사단
27664,00부대 노후 CCTV 교체 제조설치,국군재정관리단
27676,체력단련장 관류보일러 제조설치,국군재정관리단
27677,00부대 폐수고도처리시설 오존산화기 제조설치,제2879부대
27682,후속사업(204항공대대) 크레인 제조설치(18-93),제2307부대
27685,부대개편사업 관급자재(크레인) 제조설치,국군재정관리단
27848,보배  경림  백호아파트 싱크대 교체,제7162부대
27851,군 숙소(동면  방산  남면) 보일러 교체,제7162부대
27852,군 숙소(양구) 보일러 교체(1),제7162부대
27857,20-160 보일러버너 등 45종,공군사관학교
27967,군 숙소(양구) 보일러 교체(2),제7162부대
27968,경계시설 보강공사 자재구입(유자철선 등 6종),제1989부대
27971,에비군훈련용 서바이벌 페인트볼 구매,제1989부대
28023,군사시설 가림간판 제조설치,육군인사사령부
28117,신남아파트 3동 싱크대 교체 설치,제3130부대
28205,K1전차 철선등19종 구매,제2879부대
28225,시설자재(콘크리트 드릴날 등 259종) 구매,계룡대근무지원단
28253,구봉마을 아파트 씽크대 제조설치,자운대근무지원단
28294,20-컨테이너 2종 제조설치,국군재정관리단
28298,전자법정시스템 장비 제조설치 납품,제5군단사령부
28434,4성장군숙소 러그 구매설치 계약(2010028-H),국군재정관리단
28439,4성장군숙소 전자제품 구매설치(2010027-H),국군재정관리단
28454,예비군훈련용 서바이벌 페인트볼 구매,육군제53보병사단
28516,페인트분무기 1종 구매,해군군수사령부
28535,00부대 간부숙소 씽크대 제조설치,제3130부대
28562,(206123-C) 국방색페인트 등 12종 제조,국군재정관리단
28596,콘크리트 믹서기 등 3종 구매,해군군수사령부
28712,공기압축기 제조설치(통합정비고 신축공사 관급자재),제8385부대
28713,공기압축기 제조설치(통합정비고 신축공사 관급자재),제8385부대
28714,유수분리기 제조설치(통합정비고 신축공사 관급자재),제8385부대
28827,00부대 풋살장 인조잔디 제조설치납품(화),수도군단
28828,00부대 풋살장 인조잔디 제조설치납품(방),수도군단
28831,20-디젤발전기 150Kw 4대 제조설치,국군재정관리단
28834,20-디젤발전기 200KW 9대 제조설치,국군재정관리단
28849,20-이동식 부스 제조설치,국군재정관리단
28857,00부대 간부숙소 신축(100실) 통합배선 제조설치,수도기계화보병사단
28921,20-해양무인체계 교육센터 신축 콘크리트 말뚝 구매,국군재정관리단
28929,20-K-건립관사 보일러(LNG) 구매 설치,제9181부대
28974,(206154-E)관사 싱크대 등 2종 제조설치,국군재정관리단
29074,공기청정기 필터 제조설치,제1968부대
29100,20-디젤발전기 500KW등 2종 제조설치,국군재정관리단
29138,(206025-D)병영생활관 개수공사 냉난방기 구매설치,국군재정관리단
29147,20년 공기청정기 필터 제조설치,제1보병사단
29151,위장색페인트류 등 20품목 제조 구매,제9181부대
29202,20-K-간부숙소 전자도어락 구매,제9181부대
29236,20년 예비군훈련용 서바이벌 페인트볼 제조납품,제6755부대
29365,(206125-F)간부숙소 에어컨 구매설치,국군재정관리단
29440,00부대 간부숙소 비품(건조기) 구매,제3130부대
29449,파형강관(커플링밴드 포함) 제조 구매,공군제19전투비행단
29450,파형강관(커플링밴드 포함) 제조 구매,공군제19전투비행단
29492,20-디젤발전기 300KW 4대 제조설치,국군재정관리단
29506,간부숙소 에어컨 신규 설치 납품(156대),육군 제1군단
29601,통합배선 제조설치(통합정비고 신축공사 관급자재),제8385부대
29767,관사 신축 관급자재-타일(제조납품),제7162부대
29839,간부숙소 전자제품 구매(11개소),육군 제1군단
29933,천장크레인 제조설치(19-447),제2307부대
29989,바니시  아스팔트용 1종 구매,해군군수사령부
30091,앵글  건축용 등 5종 구매,해군군수사령부
30497,김영관복합문화센터 숙소 가구 등 제조·구매,제9918부대
30498,김영관복합문화센터 숙소 가구 등 제조·구매,제9918부대
30505,도장자재 단조철선등31종 구매,제2879부대
30535,포병여단 등 7개부대 컨테이너 제조설치 납품,제5군단사령부
30581,(207072-E)칠성그린아파트 가스보일러 구매,국군재정관리단
30729,가스보일러 등 4품목 구매,제9196부대
30950,독신숙소 냉난방기 설치납품,수도군단
30951,00부대 병영생활관 에어컨 설치,제1288부대
31264,페인트 등 26품목 구매,제9196부대
31265,페인트 등 26품목 구매,제9196부대
31407,20년 성무아파트 난방연료(LPG) 공급계약의뢰(1),공군사관학교
31409,페인트 오손방지용 등 2종,해군군수사령부
31497,19-해병-병영생활관 통합배선설비,제9181부대
31652,수성페인트 등 86종 구매(20208058-F),국군재정관리단
31674,20-02-039 발전기세트 15kw 제조설치,공군제16전투비행단
31833,19-00사 육상생활관 증축 가구 제조(20198229-H),국군재정관리단
31835,19-공-외곽울타리교체공사 관급 속빈콘크리트 구매,공군제11전투비행단
31857,관급자재(통합배선반) 제조설치(20198249-F),국군재정관리단
31860,간성아파트 신축공사 가구-신발장 제조설치,제5861부대
31861,간성아파트 신축공사 관급자재(주방가구) 제조설치,제5861부대
31862,간성아파트 신축공사 관급자재(기타가구) 제조설치,제5861부대
31864,19-00사 고속침투차단시설 로드블록 제조설치납품,제7001부대
31869,본부 PW창호 제조설치(19-397),제2307부대
31870,대대 PW창호 제조설치(19-421),제2307부대
31917,간부숙소 씽크대 제조설치,자운대근무지원단
31934,19-작전지휘소 및 본청 신축 출입통제설비 제조설치,국군재정관리단
31939,19-작전지휘소 및 본청 신축 전력제어설비 제조설치,국군재정관리단
31947,00부대 크레인 제조설치(19-240),제2307부대
31948,관사신축 타일 제조납품(19-164),제2307부대
31949,관사신축 타일 제조납품(19-164),제2307부대
31963,정비고 관급자재(콘크리트 파일)제조납품,육군제8971부대
31964,정비고용 오버헤드 크레인 제조설치납품,육군제8971부대
31965,19년 조종사(장교) 양성과정 숙소 비품 구매,육군항공학교
31966,19년 간부숙소 비품 구매,육군항공학교
31967,(조달 19-3-281) 간부숙소 노후싱크대 제조 설치,제3훈련비행단
31990,소형·중형 굴삭기 방탄탑 제조설치,제5861부대
31997,정보통신대대 보일러교체(설치납품),제7162부대
32030,감시제어설비 제조설치(20199154-F),국군재정관리단
32038,19-작전지휘소 및 본청 신축 공기조화기 제조설치,국군재정관리단
32040,관사 신축 관급자재(콘크리트파일) 제조,제1862부대
32042,관사 신축 관급자재(가스보일러) 제조,제1862부대
32074,105-2대대 병영생활관 개수(CCTV),제2632부대
32076,기동방공 행정시설 통합배선 제조설치,제5067부대
32079,평택 00부대 통합배선 제조설치,제5067부대
32080,170-3대대 병영생활관 개수공사 관급자재(통합배선),제5708부대
32081,172-3대대 병영생활관 개수공사 관급자재(통합배선),제5708부대
32083,19-교육사 고속침투차량 차단시설 제조설치납품,해군교육사령부
32084,간성아파트 신축공사 관급자재(플라스틱 도어),제5861부대
32108,아파트 싱크대 제조설치(19-367),제2307부대
32135,105-2대대 병영생활관 개수(통합배선),제2632부대
32136,19년 선택녹취 자동안내장치 제조설치,국군수도병원
32139,수문 제조설치(20199156-F),국군재정관리단
32162,단조철선등26종 구매,제2879부대
32207,00사격장 방초매트 제조설치납품,육군제8971부대
32219,간부숙소 신축 사업 관급자재(MCC 및 분전반),연평부대
32241,중량물 저장대 제조설치납품-강원도,제5378부대
32249,재사용-045 진공온수보일러 제조 설치,육군 제1군단
32262,ㅇㅇ함 NO.2 비자성 보조보일러 정비,해군군수사령부
32263,ㅇㅇ함 NO.2 비자성 보조보일러 정비,해군군수사령부
32266,성남지역 시설공사 통합배선 제조설치,제7군단
32268,1수송교육연대 노후 보일러 제조설치납품,제11기동사단
32283,중량물 저장대 제조설치납품-경기도,제5378부대
32302,노후보일러교체관급자재(보일러)제조납품(20196288-A),국군재정관리단
32308,청운아파트 싱크대 제조설치납품,제7297부대
32319,학교 사인물(이정표 및 안내판) 보수 및 제조설치,육군사관학교
32323,아파트 싱크대 교체 설치납품,제3707부대
32342,00부대 경계시설 출입통제시스템 제조설치,수도군단
32353,계룡대아파트  간부숙소 싱크대 제조 설치납품,계룡대근무지원단
32385,간부숙소 용도변경 관급 통신단자함 설치납품R,제8기동사단
32386,00부대 간부숙소 진공온수보일러 제조설치(신-18),특수전사령부
32387,주거-재5호 군 숙소 완강기 설치납품(통합),육군 제8군단
32392,00부대 군숙소 노후보일러 교체,제2307부대
32393,아스팔트 라우터용 절단날 등 3종 구매,공군제19전투비행단
32405,전자전 2반 생활반 관급자재(분전반) 제조설치,제9196부대
32406,전자전 2반 생활반 관급자재(분전반) 제조설치,제9196부대
32414,00지역 풋살구장 인조잔디 제조설치(2개소),육군인사사령부
32415,703체계 안테나 관제시스템(CCTV)제조설치 납품,제3707부대
32418,계룡체력단련장 자동제어 제조설치(20196312-A),국군재정관리단
32437,관급자재(구내방송장치) 제조설치(20198250-F),국군재정관리단
32438,19-작전지휘소 및 본청 신축 자동제어 제조설치,국군재정관리단
32463,도금장비 3종 제조설치(20196280-C),국군재정관리단
32464,도금장비 3종 제조설치(20196280-C),국군재정관리단
32465,도금장비 3종 제조설치(20196280-C),국군재정관리단
32491,핸드폰보관함 제조설치(19-142),수도방위사령부
32497,덕정아파트 노후 보일러 설치납품(83세대)R,제8기동사단
32522,아파트 4개동 싱크대 제조설치납품,제11기동사단
32544,전자전 2반 생활관 관급자재(통합배선)제조 설치,제9196부대
32548,신 구 간병인숙소 일반비품 구매,국군의무사령부
32549,신 구 간병인숙소 일반비품 구매,국군의무사령부
32585,청운아파트 샷시 설치 납품,제3697부대
32625,병영생활관 개수 및 증축공사 통합배선 제조설치,제9보병사단사령부
32628,19-목-00부대 모노레일 제조설치,해군제3함대사령부
32629,19-정비고 리모델링 크레인 제조설치,공군제11전투비행단
32650,간성아파트 신축 관급자재(자동제어) 구매계약,제5861부대
32651,간성아파트 신축 관급자재(MCC) 제조설치,제5861부대
32652,간성아파트 신축 관급자재(통합배선) 구매계약,제5861부대
32653,간성아파트 신축 관급자재(화강석) 제조납품,제5861부대
32654,간성아파트 신축 관급자재(엘리베이터) 제조설치,제5861부대
32670,군숙소 실내등 구매,제9965부대
32676,19-00사 화염유입방지장치 및 기압조절장치 제조설치,국군재정관리단
32690,간성아파트 신축 관급자재(온돌마루) 제조설치,제5861부대
32698,15방공 풋살경기장 인조잔디 제조설치 납품,제5군단사령부
32852,관급자재(건식제습기)제조설치(20196162-E),국군재정관리단
32901,샌더  회전식 제조설치 납품,제2217부대
32904,기동헬기대대 부대개편 관급자재 보일러,육군 제1군단
32933,건식제습기 제조설치,공군제16전투비행단
32934,19-간부숙소 전자도어락 구매 설치,국군재정관리단
32994,가스보일러 13 000Kcal,제7001부대
32995,가스보일러 16 000Kcal,제7001부대
32996,가스보일러 25 000Kcal,제7001부대
33029,솔  페인트용 등 6종 구매,해군군수사령부
33036,장보고-III 관급자재(토목섬유)제조 (20198163-F),국군재정관리단
33044,페인트 등 28품목 구매,연평부대
33117,경계용 CCTV 제조설치 (20198236-F),국군재정관리단
33119,19-신-09 기계공사 보일러 제조 설치납품,제2621부대
33161,상무대 영외통합숙소 싱크대제조설치,육군상무대근무지원단
33162,상무대 간부숙소 19평 싱크대제조설치,육군상무대근무지원단
33163,상무대 아파트 21평 싱크대제조설치,육군상무대근무지원단
33165,생활관 먼지털이용 공기압축기 구매,제6128부대
33166,팬코일유닛 제조설치(20196214-F),국군재정관리단
33176,19-00사 육상생활관 증축 통합배선반 제조 설치,국군재정관리단
33235,19-함내외통합통신장비(ICS) 제조설치(20198013-G),국군재정관리단
33248,수배전반 제조설치(20199155-F),국군재정관리단
33285,CCTV 제조설치 (20198212-F),국군재정관리단
33287,진공포장기(대형)제조설치(20196197-E),국군재정관리단
33303,1968부대 삼성아파트 7 9동 싱크대 교체 설치납품,제1968부대
33304,00지역 방공 고속지령대 제조설치,제6군단사령부
33305,00지역 방공 고속지령대 제조설치,제6군단사령부
33329,이글루 탄약고 제습설비 제조설치(20196184-E),국군재정관리단
33347,639대대 울타리 보수 공사 콘크리트 블록,제5861부대
33371,생활관 비품(세탁기 63대) 설치납품,계룡대근무지원단
33380,19-B-간부숙소 냉·온 정수기 임차 용역,제9196부대
33424,포병여단 등 5개부대 컨테이너 제조설치 납품,제5군단사령부
33425,52군지단 한마음아파트 씽크대 설치납품,제6128부대
33426,52군지단 한마음아파트 창호 설치납품,제6128부대
33562,19-경계용 CCTV 제조설치(20198237-F),국군재정관리단
33575,관사 신축 관급자재-콘크리트 파일,제7162부대
33595,남성대아파트 싱크대 제조설치 납품,육군종합행정학교
33721,(19-1115)시멘트외 123품목 구매,공군제17전투비행단
33732,00부대 항온항습기 제조설치 납품,제6619부대
33733,00부대 항온항습기 제조설치 납품,제6619부대
33784,가구 제조설치(201910044-F),국군재정관리단
33785,가구 제조설치(201910044-F),국군재정관리단
33793,GOP 병영생활관 신축(86호) 레미콘 납품,제5861부대
33859,19-영내 CCTV 제조설치(201910058-C),국군재정관리단
33913,반가운아파트 2동 둥지아파트 샷시 설치납품,제36보병사단
33918,생활관 관급자재(관물함) 제조납품(2차)(20196234-D),국군재정관리단
33923,간부숙소 전자제품 구매 설치,공군제11전투비행단
34021,진공온수보일러 제조 설치,공군제19전투비행단
34022,진공온수보일러 제조 설치,공군제19전투비행단
34041,기혼숙소 싱크대 교체,제7162부대
34050,이천지역 시설공사 통합배선 제조설치(20196246-B),국군재정관리단
34101,관사 신축 관급자재-타일,제7162부대
34106,19년 문무아파트 가스보일러 교체 설치납품,육군학생군사학교
34148,구리지역 시설공사 통합배선 제조설치(20196245-B),국군재정관리단
34207,수류탄시험장비세트 제조설치(20196094-F),국군재정관리단
34236,(조달)3훈비 토성관사(10~15동) 노후 보일러 교체,제3훈련비행단
34322,00체계 안테나 제조설치(20197143-F),국군재정관리단
34349,칠성그린아파트 수전설비 교체(20196262-D),국군재정관리단
34352,주유소 셀프주유장비 제조설치,국방부근무지원단
34368,(19-037)독신자숙소 냉장고96L 등 13종,공군제3방공유도탄여단
34429,가스보일러 구매(교체)(19-13),공군제10전투비행단
34451,일동승진아파트 2차 싱크대 제조설치 납품,제5군단사령부
34551,페인트 등 20품목 제조 구매,제9196부대
34645,목재류 합판 4종 구매,제2879부대
34762,‘21년 MW통신소 전원공급장치 제조설치(교체),국군지휘통신사령부
34791,수성백색페인트 등 2종 구매,해군군수사령부
35008,00부대 부대비품유지비 공기청정기 필터 2차 제조설치,육군훈련소
35287,목재류 제재목 5종 구매,제2879부대
35446,00부대 부대비품유지비 공기청정기 필터 제조설치,육군훈련소
35712,21-해-연료분사시험기 제조설치,국군재정관리단
35905,보일러 등 2품목 구매,제9해병여단
