,입찰공고명,공고기관명
48294,22-해-교류 전원변환기(60Hz)  제조설치,국군재정관리단
48346,22-1차 공군 신형 저장랙 제조설치(229107-F),국군재정관리단
48468,이전사업 관급자재(기계-보일러),제5378부대
48501,페인트분무기 구매,해군군수사령부
48545,00지역 드론교육센터 컨테이너(제조설치납품),육군사관학교
48573,(226319-F)체력단련기구 제조설치,국군재정관리단
48574,(226319-F)체력단련기구 제조설치,국군재정관리단
48601,(226311-E) 학교교실 장비도입(스크린 제조설치)사업,국군재정관리단
48604,(226346-F)작전대기시설(동부) 컨테이너 제조설치,국군재정관리단
48627,222/631포병 부대개편 진공온수보일러 제조설치,제8기동사단
48640,22-국-00학교 생활관 원격검침설비 제조설치,국군재정관리단
48655,222/631포병 부대개편 급탕탱크 제조설치,제8기동사단
48662,22-공-형광투시검사 유니트 제조설치,국군재정관리단
48781,간부숙소 신축 관급자재(자동제어)(22-신-6-14),특수전사령부
48791,22-해-디젤발전기 50KW 제조설치(228063-D),국군재정관리단
48796,5.56mm소총 컨버젼키트 및 페인트탄 구매(물-44),특수전사령부
48797,5.56mm소총 컨버젼키트 및 페인트탄 구매(물-44),특수전사령부
48837,(21-본2) 00훈련장 탁류저감시설 배수문 제조설치납품,제5군단사령부
48841,차기다련장 8차 시설공사 통합배선 제조설치,제9보병사단사령부
48889,22-해-0함대 대차횡이동보기  대차보강공 제조설치,국군재정관리단
48910,00부대 간부숙소 보수공사(냉난방기 설치납품),육군 52보병사단
48911,00부대 무궁화아파트 창호 설치납품,육군 52보병사단
48992,사령부 데시앙 아파트 보일러 교체공사(설치납품),제6128부대
48994,22-해-스프레이부스 등 2종 제조설치,국군재정관리단
48997,(226405-F)간부숙소비품(에어컨) 구매설치,국군재정관리단
49000,22-공-신축(화악)공사 관급자재(원격검침) 제조설치,국군재정관리단
49014,주거시설 보수 씽크대 제조설치납품(2권역),육군 제8군단
49024,생활관 개선 공사 관급자재(온수보일러) 제조 구매,공군교육사령부
49051,22-해-정비창 크레인 제조설치,국군재정관리단
49062,00부대 창박숙소 보수공사 설치납품(창호),육군 52보병사단
49066,22-해병-주둔지 경계용 CCTV 제조설치,국군재정관리단
49088,22-해병-김포 간부숙소(콘크리트말뚝),제9181부대
49133,22-해병-탄약고 CCTV 제조설치,국군재정관리단
49134,공정사단 본부 및 A여단 개편사업(타일),제6619부대
49137,22-충-육-17C 제습기 제조설치,육군군수사령부
49180,OOO 출입통제체계 교체사업 제조설치(리스물건),국군제1068부대
49231,222/631포병 부대개편 오버헤드크레인 제조설치,제8기동사단
49236,수리온 창정비요소개발 알루미늄시트패널 제조설치,제2879부대
49284,(227465-E) 관급자재(보일러) 제조납품,국군재정관리단
49289,22-해-고속상륙정 크레인 제조설치,국군재정관리단
49311,간부숙소 신축(고강도 콘크리트 말뚝 제조납품),제2062부대
49328,(226384-C)탄약실습장 정비용장비 제조설치,국군재정관리단
49366,00아파트 승강기 로프 설치 납품,육군종합행정학교
49397,[22-12(14)] 체육관 신축(자동제어장치) 제조설치,제3007부대
49437,신임장교 가구(관물함) 제조설치납품,육군상무대근무지원단
49452,방포교 생활관 신축공사 관급자재 원격검침 제조설치,제1방공유도탄여단
49503,영내숙소 비품(옷장) 제조 납품,육군종합행정학교
49514,(227358-B) 주거시설 싱크대 제조설치,국군재정관리단
49522,22-공-관급자재(원격검침) 제조설치,국군재정관리단
49539,(226431-D) 작전대기시설 컨테이너 제조설치(2공구),국군재정관리단
49576,22-해-함정용 부식이송 컨베이어벨트 제조설치,국군재정관리단
49577,22-해-함정용 부식이송 컨베이어벨트 제조설치,국군재정관리단
49580,간부숙소 초도비품 구매(전자제품),육군 제1군단
49586,(226434-D) 작전대기시설 컨테이너 제조설치(5공구),국군재정관리단
49587,(226430-D) 작전대기시설 컨테이너 제조설치(1공구),국군재정관리단
49607,(226436-F)작전대기시설 컨테이너(7공구) 제조설치,국군재정관리단
49620,(226435-F)작전대기시설 컨테이너(6공구) 제조설치,국군재정관리단
49630,12사단 간부숙소150실 신축 관급자재 - 콘크리트 말뚝,제1862부대
49641,22-해-해상구조훈련장 콘크리트파일 제조,국군재정관리단
49643,22-해병-노후생활관 관급자재(자동제어) 제조설치,국군재정관리단
49646,(226444-F)K9 보디금형 제조설치,국군재정관리단
49649,(226443-E) K9 패드 금형 제조설치,국군재정관리단
49678,간부숙소 신축 관급 제조설치(씽크대),제32보병사단
49775,00부대 신축공사 관급자재(통합배선) 제조설치,제36보병사단
49812,22-해-잠수훈련장리모델링 관급(여과설비)제조설치(2),국군재정관리단
49865,222/631포병 부대개편 관급 원격검침설비 제조설치,제8기동사단
49881,00전대 공병대대본부신축 통합배선 관급자재 제조설치,공군제19전투비행단
49888,00부대 개편사업 호이스트크레인 제조설치(1지역),제2621부대
49889,00부대 개편사업 호이스트크레인 제조설치(2지역),제2621부대
49890,00부대 개편사업 호이스트크레인 제조설치(3지역),제2621부대
49891,00부대 개편사업 호이스트크레인 제조설치(4지역),제2621부대
49900,공정사단 본부 및 A여단 개편사업(타일),제6619부대
49923,앵글  건축용 등 8종 구매(193),해군제1정비대대
49933,페인트분무기(육상시설용) 1EA 구매,해군군수사령부
49940,00부대 병영생활관 보수개선공사(통합배선),제36보병사단
49980,DMZ 중거리카메라 제조설치,제28보병사단
50006,22-해-천정크레인 제조설치,국군재정관리단
50018,22-공-창정비시설 관급자재 통합배선 제조설치,국군재정관리단
50019,22-해-기동반 제조설치,국군재정관리단
50020,22-해-기동반 제조설치,국군재정관리단
50034,22년 후반기 간부숙소 비품 구매계약,제2621부대
50097,간부숙소 신축 관급자재 구매(가구),제32보병사단
50106,콘크리트 믹서기 1대 구매,해군군수사령부
50107,콘크리트 믹서기 1대 구매,해군군수사령부
50117,22-해-건선거 GATE 제조설치(228269-E),국군재정관리단
50156,콘솔데스크 등 23품목 제조설치,연평부대
50158,병영생활관 도서구매,국군화생방방호사령부
50177,22-간부숙소 특수페인트 제조설치,제7001부대
50210,22년 53군지단 조리병교육대 조리대 제조설치 납품,제6335부대
50212,22-국-우주기상 통합배선 제조설치,국군재정관리단
50213,00부대 간부숙소 신축 관급자재(자동제어) 제조설치,제2307부대
50236,22-해병-00생활관 자동제어 제조,국군재정관리단
50271,차륜형대공포 관급자재(호이스트크레인) 제조설치,제1862부대
50279,22-해-00아파트 싱크대 제조설치,국군재정관리단
50283,(21-특1) 관급자재(냉동기) 제조설치,제5군단사령부
50285,BTL 간부숙소 침대 및 매트리스 제조/설치,제25보병사단
50314,5비 누유감지 시스템 제조설치,공군제5공중기동비행단
50325,[22-11(13)] 실전훈련장 구축(통합배선) 제조설치,제3007부대
50331,22-공-작전지원실 관급자재(통합배선) 제조설치,국군재정관리단
50339,연병장 개선공사 태양광 가로등 제조설치,육군 52보병사단
50372,(226437-F)작전대기시설 컨테이너(8공구) 제조설치,국군재정관리단
50415,22-국-500KW 발전기 제조설치,국군재정관리단
50447,23사단 57여단 병영생활관 개수 관급자재(자동제어),육군 제8군단
50499,22-공-방포교 생활관 냉난방기 구매설치,국군재정관리단
50518,22-해병-강화 간부숙소(자동제어),제9181부대
50519,(21-특2)관급자재(자동제어) 제조설치,제5군단사령부
50520,22-국-우주기상 자동제어 제조설치,국군재정관리단
50554,00부대 행정동 신축공사 관급자재(통합배선) 제조설치,제36보병사단
50555,22-철매Ⅱ 성능개량(나0정비대) 관급(크레인)제조설치,국군재정관리단
50557,22-공-나0정비대 관급자재 통합배선 제조설치,제1방공유도탄여단
50570,(226438-F)작전대기시설 컨테이너(9공구) 제조설치,국군재정관리단
50611,22-해-고속상륙정 통합배선반 제조설치,국군재정관리단
50662,22-충-육-17C 제습기 제조설치,육군군수사령부
50675,에나멜 국방색 페인트 등 3개 품목 제조,육군 제3808부대
50682,22-남-전차축소사격장 관급(사격장비 표적)제조설치,국군재정관리단
50757,콘크리트 절단기 2SET 구매,해군군수사령부
50758,콘크리트 절단기 2SET 구매,해군군수사령부
50773,탄약 정비 일반자재(국방색 페인트 등 5개 품목) 제조,육군 제3808부대
50826,수리온 창정비요소개발 통합배선 제조설치,제2879부대
50852,(정비용철재)마봉강 등 44종 구매,제2879부대
50877,간부숙소 147실 관급자재(타일),육군 제8군단
50928,22-해-생활관 자동제어 제조,국군재정관리단
50930,00부대 정비고 호이스트크레인 제조설치,육군 제1군단
50936,22-9차 더 좋은 병영식당 조리기구(배식대) 제조설치,제2217부대
51006,MSH 비자성 보조보일러 외주정비,해군군수사령부
51044,간부숙소 신축 관급자재 구매(타일),제32보병사단
51047,00부대 개편사업 콘크리트파일,육군 제1군단
51051,22-해-고속상륙정 자동제어 제조설치,국군재정관리단
51096,영내숙소 비품(옷장) 제조 납품,육군종합행정학교
51141,222/631포병 부대개편 리프트 4주식 제조설치,제8기동사단
51165,누유감지시스템 제조설치,공군제5공중기동비행단
51171,(정비용철재)환봉 등 13종 구매,제2879부대
51177,(육-재-007) 00소초 계류장(부잔교) 제조설치,제9보병사단사령부
51188,00부대 간부숙소 보수공사 설치납품(창호),육군 52보병사단
51229,22-부두 CCTV 제조설치,제7001부대
51235,22-해-0함대 자동제어 제조설치,국군재정관리단
51253,MSH 비자성 보일러 외주정비,해군군수사령부
51254,(226433-D) 작전대기시설 컨테이너 제조설치(4공구),국군재정관리단
51259,경계작전 통합생활관신축(관급자재_원격검침)제조설치,공군제16전투비행단
51260,경계작전 통합생활관 신축 공사(관급자재_내진철근),공군제16전투비행단
51321,222/631포병 부대개편 관급 자동제어 제조설치,제8기동사단
51435,00부대 자동제어 제조설치,제5067부대
51436,DMZ 중거리카메라 제조설치,제28보병사단
51463,(226432-D) 작전대기시설 컨테이너 제조설치(3공구),국군재정관리단
51464,00부대 간부숙소 신축공사(통합배선),육군 제8군단
51465,00부대 간부숙소 신축(고강도콘크리트 말뚝),육군 제8군단
51474,22-해병-김포 간부숙소(콘크리트 말뚝),제9181부대
51475,22-해병-김포 간부숙소(콘크리트 말뚝),제9181부대
51530,22-해병-김포 간부숙소(자동제어),제9181부대
51534,항공용 친환경 페인트 제거제 2종,공군군수사령부
51535,항공용 친환경 페인트 제거제 2종,공군군수사령부
51554,페인트분무기6EA 구매,해군군수사령부
51574,(도장자재)미끄럼방지페인트 등 21종 구매,제2879부대
51577,23년 군숙소(00아파트) 액화석유가스(LPG) 신규계약,제2136부대
51578,23-N-고로슬래그 시멘트 구매,국군재정관리단
51620,00부대 한국형헬기 후속양산 콘크리트파일,육군 제1군단
51694,(227386-E) 감시장비(CCTV 등) 제조설치,국군재정관리단
51828,(237059-F)MW통신소 전원공급장치 제조설치,국군재정관리단
52018,23-N-전술훈련장 증축 관급자재(통합배선) 제조설치,국군재정관리단
52102,페인팅(총포장비 착색 자동화 시스템) 제조설치,제2879부대
52107,(237259-F)통신장비 제조설치,국군재정관리단
52164,임시숙영시설(컨테이너) 등 3종 제조설치납품,제9보병사단사령부
52166,(236246-D)PC기반 수신체계 안테나 제조설치,국군재정관리단
52176,육훈소 노후보일러 교체 진공온수보일러 제조구매,육군훈련소
52189,창녕그린시티 싱크대 제조설치,제1891부대
52199,상수도관 교체공사 관급자재(강관) 구매,국립서울현충원
52200,상수도관 교체공사 관급자재(강관) 구매,국립서울현충원
52234,(237060-B) 00대 신축 관급자재(콘크리트 말뚝) 구매,국군재정관리단
52253,포미재아파트 씽크대 제조설치 납품,제5군단사령부
52293,23-D-진공온수보일러 구매(2310071-F),국군재정관리단
52412,간부숙소 비품(세탁기  건조기)구매 설치 납품,육군 52보병사단
52413,(2차) 신 합동대 신축 관급자재(내진철근),합동군사대학교
52499,상무대 여성필수시설(컨테이너) 제조설치 납품,육군상무대근무지원단
52523,(236240-C) ESA아파트 싱크대 교체 설치 납품,국군재정관리단
52742,제거제 페인트용 구매,공군군수사령부
52844,(236162-D)전곡석미아파트 싱크대 제조 설치,국군재정관리단
53200,저소음용 백연방지 직교류형 냉각탑 제조설치 납품,계룡대근무지원단
53237,23-M-페인트류 구매,국군재정관리단
53338,군 숙소(00아파트) 액화석유가스(LPG) 구매,육군부사관학교
53368,23-F-이동식 콘크리트 믹서장비 구매(239057-H),국군재정관리단
53455,간부숙소비품(에어컨) 구매설치,육군 제1군단
53466,20비 23-59 15kw발전기 등 1종 제조설치,제20전투비행단
53477,(236284-F)고주파유도용해로 제조설치,국군재정관리단
53478,(236284-F)고주파유도용해로 제조설치,국군재정관리단
53497,23-M-관급자재 타일 제조(238169-F)  ,국군재정관리단
53529,23-N-천장크레인 제조설치,국군재정관리단
53635,(236341-F)생도식당 식탁  의자 제조설치,국군재정관리단
53685,(236084-B)간부숙소 관급자재(원격검침) 제조설치,국군재정관리단
53744,수성백색페인트 등 2종 구매,해군군수사령부
53754,금화정 간부숙소 신축 콘크리트말뚝 제조,제5861부대
53755,금화정 간부숙소 신축 콘크리트말뚝 제조,제5861부대
53779,페인트흡수용휠타 등 9종 구매,육군 제3808부대
53825,신임장교 가구(관물함) 제조설치납품(2차),육군상무대근무지원단
53854,20비 23-108 정비업무용 부스 제조설치,제20전투비행단
53906,화학저항페인트 폴리우레탄 코팅제 등 6종 제조,제2879부대
53913,(236303-F)전자칠판 등 제조설치,국군재정관리단
54008,23-N-전관방송시스템 제조설치(238004-D),국군재정관리단
54024,간부숙소 신축 관급자재(창호) 제조설치(700),수도군단
54041,(긴급)철선 비 전기용 등 5종,해군군수사령부
54212,보병 및 포병 컨테이너형 화장실 제조설치납품,육군상무대근무지원단
54308,00부대 간부숙소 신축 관급자재 (HEAD END) 제조 설치,제36보병사단
54367,23-육-개편부대 크레인 제조설치(1지역),제1보병사단
54376,00부대 컨테이너 제조설치납품(A014),육군 제1군단
54415,00부대 병영생활관 자동제어 제조설치(22-1600-4),제5708부대
54420,에나멜 국방색 페인트 등 2종 제조,육군 제3808부대
54424,보병교 동춘관 무대장치 제조설치납품,육군상무대근무지원단
54428,23년 00아파트 CCTV 설치납품,육군학생군사학교
54462,21-해-0함대 작전지원시설 조명제어 제조설치,제8385부대
54531,00부대 실내체육관 자동제어 제조설치,제2136부대
54571,23-육-개편부대 크레인 제조설치(2지역),제1보병사단
54572,23-육-개편부대 크레인 제조설치(3지역),제1보병사단
54573,23-육-개편부대 크레인 제조설치(4지역),제1보병사단
54661,(236094-B) 00부대 개편 관급자재(크레인) 제조설치,국군재정관리단
54675,상무대 컨테이너 창고 제조설치납품,육군상무대근무지원단
54698,근무지원단 간부숙소 신축(제로에너지설비),제6619부대
54794,(236160-F)LAN용 UPS 제조설치(리스물건),국군재정관리단
54810,간부숙소비품(세탁기 냉장고) 구매,육군 제1군단
54936,(236029-G) 23년 VoIP용 음성동보 제조설치(리스물건),국군재정관리단
54968,00부대 병영생활관 자동제어 제조설치(22-1459-6),제5708부대
54981,00부대 테니스장 개선공사 울타리  출입문 제조설치,육군 52보병사단
55065,에나멜 모래색 페인트 등 7개 품목 제조,육군 제3808부대
55076,23-N-00창 크레인 제조설치(238147-D),국군재정관리단
55150,00부대 병영생활관 보일러 제조 납품,육군 52보병사단
55256,00부대 간부숙소 신축 관급자재(자동제어),제11기동사단
55276,기름보일러 등 225품목 구매,연평부대
55315,23-N-00학교 실습장 자동제어 제조설치,국군재정관리단
55330,오호리 간부숙소 신축 콘크리트말뚝 제조,제5861부대
55331,오호리 간부숙소 신축 콘크리트말뚝 제조,제5861부대
55569,화학저항페인트 폴리우레탄 녹색 등 2종 제조,제2879부대
55570,화학저항페인트 폴리우레탄 황토색 등 2종 제조,제2879부대
55578,23-D-진공온수보일러 구매(2310071-F),국군재정관리단
55633,통일아파트 용도변경 리모델링 시설공사(신발장),제36보병사단
55673,콘크리트 절단기?믹서기 구매,해군군수사령부
55681,(도장자재) 단조철선 등 16종 구매,제2879부대
55740,(236399-F) 크레인 제조설치,국군재정관리단
55760,23-N-평 유해환경개선 집진기 제조설치(238129-F) ,국군재정관리단
55769,페인트 개스킷 제거제 등 548종 구매,해군제2수리창
55774,신병4대대 생활관 관급자재(원격검침) 제조 설치,공군교육사령부
55844,23-N-고속상륙정 항온항습기 제조설치,국군재정관리단
55860,00부대 OHC 제조설치(2023),제2879부대
55874,(236435-F) 기동형 방송시스템 제조설치,국군재정관리단
55914,보병교 컨테이너형 화장실 제조설치납품(2차),육군상무대근무지원단
55924,23-M-00생활관 급탕탱크 제조,국군재정관리단
55942,군수2학교 생활관 관급자재(통합배선) 제조 설치,공군교육사령부
55991,아름드리아파트 독신숙소 도배 및 장판 교체 설치납품,제2군단
56004,23-N-부교대대 여군생활관 증축 콘크리트파일 제조,국군재정관리단
56010,기계교 컨테이너형 화장실 제조설치납품,육군상무대근무지원단
56040,23-D-정비용장비(터널세차기) 제조설치,국군재정관리단
56130,23-공조기필터 제조설치납품,계룡대근무지원단
56147,23-F-생활관 재건축 관급자재 판석 제조,국군재정관리단
56185,승객용 엘리베이터 제조설치납품,제9965부대
56232,작전대기시설 빌트인 가구 제조설치납품,제1862부대
56260,23-D-정비용장비(터널세차기) 제조설치,국군재정관리단
56263,23-F-신병생활관 재건축 관급자재(타일) 제조,국군재정관리단
56283,23-F-00생활관 관급자재(신발장) 제조,국군재정관리단
56316,정통학교 특기병 신축 관급자재(타일) 제조 구매 ,공군교육사령부
56397,23-N-노후아파트 개선사업 관급자재 도자기타일 제조,국군재정관리단
56410,23년 간부숙소 노후비품비 구매(냉장고),수도기계화보병사단
56422,(236498-C) 23년 영상분석서버 및 PC 제조설치,국군재정관리단
56425,(236481-F) 리모델링 공사 타일 제조,국군재정관리단
56433,23-F-신병대대 관급자재(진공온수보일러) 제조,국군재정관리단
56436,23-F-00생활관 관급자재(진공온수보일러) 제조,국군재정관리단
56449,23-M-병영생활관 관급자재(진공온수보일러) 제조,국군재정관리단
56468,신풍리 간부숙소 신축 원격검침 제조설치,제2621부대
56469,신병교육대 B동 병영생활관 관급자재(통합배선),제32보병사단
56477,사령부 간부숙소 신축 관급자재(제로에너지),국군지휘통신사령부
56478,사령부 간부숙소 신축 관급자재(자동제어),국군지휘통신사령부
56495,23-M-염하중본 생활관 신축(자동제어),제9181부대
56516,23-00동 간부숙소 특수페인트 제조 설치,제7001부대
56537,간부숙소 신축 가구(빌트인) 제조설치(700),수도군단
56546,23-F-신병대대 관급자재(진공온수보일러) 제조,국군재정관리단
56554,00여단 간부숙소 신축 빌트인 가구 제조설치납품,제3697부대
56559,23-F-군수2학교 자동제어 제조설치(239160-F),국군재정관리단
56567,23-F-00본부 자동제어 제조설치,국군재정관리단
56568,23-M-00생활관 급탕탱크 제조,국군재정관리단
56571,신병1 2대대 개선 관급자재(타일 등 2품목)제조 구매,공군교육사령부
56572,군수2학교 생활관 관급자재(타일 등 )제조구매,공군교육사령부
56577,신임장교 생활관 소형 냉장고 구매,육군보병학교
56581,00부대유해작업장환경개선관급자재(자동제어)제조설치,제2군단
56591,23-M-염하중본 생활관 신축(통합배선),제9181부대
56592,23-M-후평리소초 생활관 신축(통합배선),제9181부대
56594,23-M-병영생활관 관급자재(진공온수보일러) 제조,국군재정관리단
56599,23-M-병영생활관 관급자재(타일) 제조,국군재정관리단
56605,00부대 갠트리크레인 제조설치(2024),제2879부대
56630,항과고 생활관 증축 관급자재(자동제어) 제조 설치,국군재정관리단
56638,00부대 천장크레인 제조설치(2024),제2879부대
56651,23-M-0사단 생활관 신축공사 원격검침 제조설치,국군재정관리단
56655,임시숙영시설(컨테이너) 제조설치납품,제1989부대
56668,신병1 2대대 개선 관급자재(타일 등 2품목)제조 구매,공군교육사령부
56672,통합병영식당 신축 자동제어장치 제조설치,제2879부대
56681,계룡대 아파트(합성수지도어 및 문틀) 제조 납품,계룡대근무지원단
56693,정통학교 신축 관급자재(진공온수보일러) 제조 구매,공군교육사령부
56699,계룡대 아파트 개선공사 (가구) 제조 납품,계룡대근무지원단
56755,교육생 숙소 신축 관급(자동제어),육군부사관학교
56857,간부숙소 신축 관급자재(자동제어) 제조설치(196),제5067부대
56858,간부숙소 신축 관급자재(자동제어) 제조설치(207),제5067부대
56897,24-M-페인트 18종 제조(248002-F),국군재정관리단
56899,00부대 갠트리크레인 제조설치(2024),제2879부대
56918,PVC 바닥타일 등 2종 납품 설치,계룡대근무지원단
57013,(자재) 정비용철재 환봉 등 13종 구매,제2879부대
57155,24-F-대형콘크리트 절단기 구매,국군재정관리단
57167,(화공) 페인트가스켓리무브 등 10종구매,제2879부대
57178,사령부 간부숙소 신축 관급자재(타일),국군지휘통신사령부
57190,24-관사 및 간부숙소 보일러 설치 납품,제7001부대
57275,24-간부숙소 드럼세탁기 168대 구매,제7001부대
57364,24-M-병영생활관 관급자재(타일) 제조,국군재정관리단
57568,목재류 구매,제9181부대
57793,24-D-자운대 주거시설 싱크대 제조설치,국군재정관리단
57905,24년 MSH 비자성 보조보일러 외주정비,해군군수사령부
57943,24년 MW통신소 전원공급장치 제조설치,국군지휘통신사령부
58012,에나멜 국방색 페인트 등 7개 품목 제조,육군 탄약지원사령부
58021,00여단 간부숙소 신축 가구 제조설치 납품,제6755부대
58022,00부대 창고 아연도금 철판 제조설치,제6335부대
58100,씽크대 제조설치납품,제9965부대
58126,24-신영-01 실내체육관 신축 무대장치 제조설치,제2621부대
58175,(자재) 화학저항성 페인트(폴리우레탄코팅제) 제조,제2879부대
58238,24년 MSH 비자성 보조보일러 외주정비,해군군수사령부
58331,간부숙소  디지털도어락 납품/설치,제9227부대
58359,24-D-병영생활관 증축 및 개수 통합배선반 제조,국군재정관리단
58393,페인트 알루미늄용(박리착색 자동화 시스템) 제조설치,제2879부대
58397,24-D-장교교육대 관급자재(콘크리트파일 제조),국군재정관리단
58439,00부대 간부숙소 관급자재(전기  원격검침),제1보병사단
58487,00부대 간부숙소 신축 관급자재(타일),제1보병사단
58553,00부대 신출 병영생활관 LPG 공급,제3190부대
58623,(자재) 화학저항페인트 폴리우레탄피복제 등 6종 제조,제2879부대
58629,여성필수시설 신축 컨테이너 제조설치납품,제2062부대
58786,24-N-고강도콘크리트말뚝 2종 제조,국군재정관리단
58869,(긴급)앵글 건축용 등 36종,해군군수사령부
58970,(246166-C) 24년 LAN용 UPS 제조설치(리스자산),국군재정관리단
58972,(246022-G) VoIP용 음성동보장치 제조설치(리스물건),국군재정관리단
59019,230mm 창정비시설 관급(방폭형 항온항습기) 제조설치,육군군수사령부
59085,24년 학교교실 장비도입(스크린 제조설치) 사업,육군교육사령부
59096,00부대 생활관 증개축 관급자재(샌드위치패널)(Y040),제7162부대
59159,(246022-G) VoIP용 음성동보장치 제조설치(리스물건),국군재정관리단
59295,간부숙소 신축 관급자재(자동제어) 제조 설치,제1862부대
59300,신병교육대 다기능 페인트 제조설치 납품(24-27),제5067부대
59307,페인트 분무기 6EA 구매,해군군수사령부
59357,24-N-내진철근 2종 구매(248142-F),국군재정관리단
59372,5비 김해기지 작전지휘시설 신축공사(콘크리트파일),공군제5공중기동비행단
59453,신병교육대 다기능 페인트 제조설치 납품(24-27),제5067부대
59472,콘크리트믹서기 등 3종 3대 구매,해군군수사령부
59554,24-M-동원생활관 제로에너지 제조 설치(248083-F),국군재정관리단
59573,5비 김해기지 간부숙소 신축(자동제어),공군제5공중기동비행단
59574,5비 김해기지 간부숙소 신축(가구),공군제5공중기동비행단
59734,24-F-이동식 콘크리트 믹서장비 구매,국군재정관리단
59830,(24-대보수-17) 간접가열보일러 제조설치 납품,제11기동사단
59842,24-N-철근탐지기 2대 구매,국군재정관리단
59943,(246218-E) 관급자재(토목-혼합골재) 제조 납품,국군재정관리단
59964,(246249-F) 전자칠판 등 제조설치,국군재정관리단
60011,간부숙소 신축 시설공사-다기능성페인트 192,제5067부대
60012,간부숙소 신축 다기능성페인트 제조 204,제5067부대
60035,(246218-E) 관급자재(토목-혼합골재) 제조 납품,국군재정관리단
60119,간부숙소 신축 다기능성페인트 제조 204,제5067부대
60180,24-N-00창 관급자재(고강도콘크리트파일) 제조 ,국군재정관리단
60197,간부숙소 신축 관급자재(타일) 제조,제1862부대
60232,간부숙소 신축 다기능성페인트 제조 204,제5067부대
60268,24-N- 관급자재(내진철근)구매(248160-F),국군재정관리단
60280,25사단 사령부 간부숙소 신축 관급자재(타일) 제조,제25보병사단
60281,25사단 70-2대대 병영생활관 관급자재(타일) 제조,제25보병사단
60347,통합배선 제조설치(0전단 예비전력관리전대 본관 신축,해군군수사령부
60375,주거대보수 아파트 완제품(신발장 붙박이장),제17보병사단
60376,주거대보수 아파트 완제품(싱크대) 제조설치납품,제17보병사단
60484,126여단 3 5대대 개편(자동제어 제조설치),육군제53보병사단
60513,수성백색페인트 등 2종 구매,해군군수사령부
60526,00해감대 개편시설공사(자동제어 제조설치),제6128부대
60573,230mm 창정비시설 관급(호이스트크레인) 제조설치,육군군수사령부
60599,00시설 중거리 카메라 제조설치 ,제2621부대
60634,여성필수시설(컨테이너) 제조설치 납품,제9보병사단사령부
60664,(247300-E) 00체계 레이돔 항온제습기 제조설치,국군재정관리단
60715,24년 아스팔트 재포장 관급자재(개질아스콘 제조),공군제5공중기동비행단
60740,25사단 70-2대대 병영생활관 관급자재(타일) 제조,제25보병사단
60769,24-N-페인트 스프레이 부스 제조,국군재정관리단
60784,(246088-E) 3연대 정비종합실습장(자동제어)제조설치,국군재정관리단
60814,24년 아스팔트 재포장 관급자재(개질아스콘 제조),공군제5공중기동비행단
60869,(자재) 도장자재 단조철선 등 28종 구매,제2879부대
60870,(자재) 정비용철재 환봉 등 10종 구매,제2879부대
60970,25사단 사령부 간부숙소 신축 관급자재(타일) 제조,제25보병사단
61067,00중대 작전대기시설(컨테이너 1동) 제조설치납품,제6128부대
61267,주-대-1 일산에버나인 아파트 싱크대 제조설치납품,제9보병사단사령부
61305,[24-04]00부대 실내체육관 신축 자동제어 제조설치,제3007부대
61334,(246366-E) 기동형 방송시스템 제조설치,국군재정관리단
61353,24-미-5 미사일방어태세 보강 공사 방호벽 제조설치,공군미사일방어사령부
61394,24-N-0함대 부두 로딩암 제조설치,국군재정관리단
